text,label
god created gap btwn ur finger so dat sum vry special will fill those gap by holding ur hand now plz dont ask y he created so much gap between leg,ham
we are okay going to sleep now later,ham
finally it ha happened aftr decade beer is now cheaper than petrol the goverment expects u to drink but dont drive,ham
a xmas reward is waiting for you our computer ha randomly picked you from our loyal mobile customer to receive a reward just call,spam
where r e meeting tmr,ham
lol yes but it will add some spice to your day,ham
our prasanth ettans mother passed away last night just pray for her and family,ham
k ill work something out,ham
private your account statement for show unredeemed s i m point call identifier code expires,spam
this message is from a great doctor in india do not drink appy fizz it contains cancer causing age,ham
you call him and tell now infront of them call him now,ham
ok no prob,ham
lady first and genus second k,ham
no yes please been swimming,ham
mum not going robinson already,ham
ok set let u noe e detail later,ham
nottel software name,ham
i send the print out da,ham
im realy soz imat my mum nite what about moro,ham
when i wa born god said oh no another idiot when you were born,ham
i didnt get ur full msgsometext is missing send it again,ham
probably not im almost out of gas and i get some cash tomorrow,ham
customer service announcement we recently tried to make a delivery to you but were unable to do so please call to reschedule ref,spam
i forgot ask all smth there a card on da present lei how all want write smth or sign on it,ham
im leaving my house now,ham
hi babe it chloe how r u i wa smashed on saturday night it wa great how wa your weekend u been missing me sp visionsmscom text stop to stop ptext,spam
ready then call me,ham
wewa is iriver all mb,ham
it is a good thing im now getting the connection to bw,ham
sry dajst nw only i came to home,ham
thats cool hell be here all night lemme know when youre around,ham
are you staying in town,ham
haha yeah oz is kind of a shitload,ham
ok u can take me shopping when u get paid d,ham
alright well bring it to you see you in like ltgt min,ham
but pls dont play in others life,ham
eatin my lunch,ham
hmmmbut you should give it on one day,ham
didnt try g and i decided not to head out,ham
ok no prob,ham
surly ill give it to you while coming to review,ham
by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you hows work and the lady,ham
pls give her the food preferably pap very slowly with load of sugar you can take up to an hour to give it and then some water very very slowly,ham
urgent your mobile no wa awarded a bonus caller prize on this is our nd attempt to contact you call boxqu,spam
a guy who get used but is too dumb to realize it,ham
okey dokey ill be over in a bit just sorting some stuff out,ham
yes fine,ham
i liked the new mobile,ham
anytime,ham
mmmmmmm snuggle into you deep contented sigh whisper i fucking love you so much i can barely stand it,ham
yar but they say got some error,ham
hey anyway i have to,ham
wow so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later,ham
wif my family booking tour package,ham
did you say bold then torch later or one torch and bold,ham
haha awesome i might need to take you up on that what you doin tonight,ham
ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary,ham
huh so slow i tot u reach long ago liao u more day only i more leh,ham
thats cool princess i will cover your face in hot sticky cum,ham
big brother really scraped the barrel with this shower of social misfit,ham
oops i thk i dun haf enuff i go check then tell,ham
s min to go for lunch,ham
hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow,ham
k will do addie amp i are doing some art so ill be here when you get home,ham
aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor,ham
forgot to tell smth can like number the section so that it clearer,ham
yup anything lor if u dun wan it ok,ham
im home my love if your still awake loving kiss,ham
hello peach my cake tasts lush,ham
free game get rayman golf free from the o game arcade st get ur game setting reply post then save activ press key for arcade termsapply,spam
therell be a minor shindig at my place later tonight you interested,ham
jason say it cool if we pick some up from his place in like an hour,ham
had your mobile mths update to the latest cameravideo phone for free keep ur same number get extra free minstexts text yes for a call,spam
i career tel have added u a a contact on indyarockscom to send free sm to remove from phonebook sm no to ltgt,ham
ive reached already,ham
i dont know ask to my brother nothing problem some thing that just i told,ham
keng rocking in ash,ham
wat time r going to xins hostel,ham
good morning my dear shijutta have a great amp successful day,ham
oh kafter that placement there ah,ham
not for possession especially not first offense,ham
nt only for driving even for many reason she is called bbdthts it chikku then hw abt dvg coldheard tht vinobanagar violence hw is the conditionand hw ru any problem,ham
i bought the test yesterday it something that let you know the exact day u ovulatewhen will get u in about to wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me,ham
we have pizza if u want,ham
i keep seeing weird shit and bein all woah then realising it actually reasonable and im all oh,ham
many more happy return of the day i wish you happy birthday,ham
thinking of u x,ham
orh i tot u say she now still dun believe,ham
when you just put in the sign choose my number and the pin will show right,ham
the beauty of life is in next second which hide thousand of secret i wish every second will be wonderful in ur life gud n,ham
thanx u darlinim cool thanx a few bday drink nite morrow off take care c u soonxxx,ham
if youre still up maybe leave the credit card so i can get gas when i get back like he told me to,ham
your weekly coolmob tone are ready to download this week new tone include crazy frogaxel f akonlonely black eyeddont p more info in n,spam
well boy am i glad g wasted all night at applebees for nothing,ham
cashbincouk get lot of cash this weekend wwwcashbincouk dear welcome to the weekend we have got our biggest and best ever cash give away these,spam
ok lor or u wan me go look u,ham
u wan haf lunch im in da canteen now,ham
dont make life too stressfull always find time to laugh it may not add year to your life but surely add more life to ur year gud niswt dream,ham
hey look like i wa wrong and one of the kappa guy number is still on my phone if you want i can text him and see if he around,ham
thanks your continued support your question this week will enter u in our draw cash name the new u president txt an to,spam
im home doc gave me pain med say everything is fine,ham
it only ard rest all ard at leastwhich is price bedrm,ham
me too have a lovely night xxx,ham
prepare to be pleasured,ham
hitechnical supportproviding assistance to u customer through call and email,ham
if you text on your way to cup stop that should work and that should be bus,ham
whens your radio show,ham
your unique user id is for removal send stop to customer service,spam
im not sure if it still available though,ham
watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memory feeling,ham
cheer lou yeah wa a goodnite shame u neva came c ya gailxx,ham
hii got the money da,ham
ok then u tell me wat time u coming later lor,ham
u repeat e instruction again wats e road name of ur house,ham
quite lor but dun tell him wait he get complacent,ham
sorry completely forgot will pop em round this week if your still here,ham
u r the most beautiful girl ive ever seen u r my baby come and c me in the common room,ham
o we cant see if we can join denis and mina or doe denis want alone time,ham
sen told that he is going to join his uncle finance in cbe,ham
yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,ham
call me i am senthil from hsbc,ham
especially since i talk about boston all up in my personal statement lol i woulda changed that if i had realized it said nyc it say boston now,ham
indeed and by the way it wa either or not both,ham
urgent call from landline your complimentary ibiza holiday or cash await collection sae tc po box sk wp ppm,spam
holy living christ what is taking you so long,ham
thk of wat to eat tonight,ham
thanx yup we coming back on sun finish dinner going back hotel now time fly were tog exactly a mth today hope well haf many more mths to come,ham
were on the opposite side from where we dropped you off,ham
yup izzit still raining heavily co im in e mrt i cant c outside,ham
send me your resume,ham
gd luck ur exam,ham
or u ask they all if next sat can a not if all of them can make it then im ok lor,ham
sorry that wa my uncle ill keep in touch,ham
saw guy and doll last night with patrick swayze it wa great,ham
urgent this is our nd attempt to contact u your prize from yesterday is still awaiting collection to claim call now,spam
santa calling would your little one like a call from santa xmas eve call to book you time callsppm last min s tc wwwsantacallingcom,spam
just come home i dont want u to be miserable,ham
i dont know why shes not getting your message,ham
it cool but tyler had to take off so were gonna buy for him and drop it off at his place later tonight our total order is a quarter you got enough,ham
the guy at the car shop who wa flirting with me got my phone number from the paperwork and called and texted me im nervous because of course now he may have my address should i call his bos and tell him knowing this may get him fired,ham
how do you plan to manage that,ham
er hello thing didnt quite go to plan is limping slowly home followed by aa and with exhaust hanging off,ham
sorry for the delay yes master,ham
call me when u finish then i come n pick u,ham
private your account statement for show unredeemed bonus point to claim call identifier code expires,spam
whats up my own oga left my phone at home and just saw ur message hope you are good have a great weekend,ham
dont worry though i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that ha ever happened to me brb gonna go kill myself,ham
honey can you pls find out how much they sell predicte in nigeria and how many time can it be used it very important to have a reply before monday,ham
e admin building there i might b slightly earlier ill call u when im reaching,ham
fyi im at usf now swing by the room whenever,ham
i can call in ltgt min if thats ok,ham
no home work to do meh,ham
anything is valuable in only situation first before getting it second after loosing it,ham
me too mark is taking forever to pick up my prescription and the pain is coming back,ham
hows ur paper,ham
got smaller capacity one quite ex,ham
check out choose your babe video smsshsexnetun fgkslpopw fgkslpo,spam
im good i have been thinking about you,ham
u r a winner u ave been specially selected receive cash or a holiday flight inc speak to a live operator claim pmin,spam
,ham
not thought bout it drink in tap spile at seven is that pub on gas st off broad st by canal ok,ham
i am going to sleep i am tired of travel,ham
haha just what i wa thinkin,ham
yup but it not giving me problem now so mayb ill jus leave it,ham
lol no just trying to make your day a little more interesting,ham
how long before you get reply just defer admission til next semester,ham
the word checkmate in chess come from the persian phrase shah maat which mean the king is dead goodmorning have a good day,ham
po de no need job aha,ham
rat hey did u ever vote for the next theme,ham
new mobile from must go txt nokia to no collect yours today from only wwwtcbiz optout gbpmtmsg txtauction,spam
i hope your pee burn tonite,ham
oh rite well im with my best mate pete who i went out with a week now were geva again it been longer than a week,ham
yay cant wait to party together,ham
photoshop make my computer shut down,ham
all boy made fun of me today ok i have no problem i just sent one message just for fun,ham
thats one of the issue but california is okay no snow so it manageable,ham
private your account statement for show unredeemed s i m point call identifier code expires,spam
hmmm mayb can try e shoppin area one but forgot e name of hotel,ham
awesome that gonna be soon or later tonight,ham
i need detail about that online job,ham
you have won a a valued vodafone customer our computer ha picked you to win a prize to collect is easy just call,spam
missing you toopray inshah allah,ham
pls help me tell ashley that i cant find her number oh,ham
sthis will increase the chance of winning,ham
either way work for me i am ltgt year old hope that doesnt bother you,ham
maybe you should find something else to do instead,ham
gain the right of a wifedont demand iti am trying a husband toolets see,ham
i liked your new house,ham
im fine hope you are also,ham
also north carolina and texas atm you would just go to the gre site and pay for the test result to be sent,ham
same to u,ham
yes baby i need to stretch open your pussy,ham
thanks and or bomb and date a my phone wanted to say,ham
hey a guy i know is breathing down my neck to get him some bud anyway youd be able to get a half track to usf tonight,ham
response is one of d powerful weapon occupy a place in others heart so,ham
nokia phone is lovly,ham
free messagethanks for using the auction subscription service pmsgrcvd skip an auction txt out unsubscribe txt stop customercare,spam
sorry datoday i wont come to playi have driving clas,ham
im really sorry i lit your hair on fire,ham
oh shit i thought that wa your trip loooooool that just make so much more sense now grin and the sofa reference wa the sleep on a couch link you sent me wasnt that how you went on your trip oh and didnt your babe go with you for that celebration with your rent,ham
okey dokey swashbuckling stuff what oh,ham
tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face,ham
dip cell dead so i m coming with him u better respond else we shall come back,ham
well you know what i mean texting,ham
hi dis is yijue i would be happy to work wif all for gek,ham
lol oops sorry have fun,ham
wat happened to the cruise thing,ham
i know dat feelin had it with pete wuld get with em nuther place nuther time mayb,ham
lyricalladief is inviting you to be her friend reply yes or no see her wwwsmsacuhmmross stop send stop frnd to,spam
the world most happiest frnds never have the same character dey just have the best understanding of their difference,ham
yeah just open chat and click friend list then make the list easy a pie,ham
alright tyler got a minor crisis and ha to be home sooner than he thought so be here asap,ham
whenwhere do i pick you up,ham
a usual u can call me ard smth,ham
for many thing it an antibiotic and it can be used for chest abdomen and gynae infection even bone infection,ham
poor girl cant go one day lmao,ham
or just do that time,ham
you have to pls make a note of all shes exposed to also find out from her school if anyone else wa vomiting is there a dog or cat in the house let me know later,ham
sound like there could be a lot of time spent in that chastity device boy grin or take your beating like a good dog going to lounge in a nice long bath now,ham
it worse if if us half way then stop it better for him to complete it,ham
miserable they dont tell u that the side effect of birth control are massive gut wrenching cramp for the first month i didnt sleep at all last night,ham
send me the new number,ham
want the latest video handset anytime any network min half price line rental reply or call for delivery tomorrow,spam
and half year i missed your friendship,ham
oh for fuck sake shes in like tallahassee,ham
haha that wa the first person i wa gonna ask,ham
ou are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh pmtmsgrcvd,spam
taka lor wat time u wan come n look u,ham
free polyphonic ringtone text super to to get your free poly tone of the week now sn pobox nr z subscription pw,spam
im reaching in another stop,ham
no i didnt mean to post it i wrote it and like so many other time ive ritten stuff to you i let it sit there it wa what i wa feeling at the time i wa angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed,ham
warner village c colin farrell in swat this wkend warner village get free med popcornjust show msgticketkioskvalid c tc kiosk reply sony mre film offer,spam
will you come online today night,ham
then anything special,ham
im in solihull do you want anything,ham
will do have a good day,ham
we regret to inform u that the nh ha made a mistakeu were never actually bornplease report yor local hospital b terminatedwe r sorry the inconvenience,ham
love that holiday monday feeling even if i have to go to the dentist in an hour,ham
i am on the way to tirupur,ham
goal arsenal henry v liverpool henry score with a simple shot from yard from a pas by bergkamp to give arsenal a goal margin after min,spam
youve already got a flaky parent itsnot supposed to be the child job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless,ham
we took hooch for a walk toaday and i fell over splat grazed my knee and everything should have stayed at home see you tomorrow,ham
just dropped em off omw back now,ham
sitting in mu waiting for everyone to get out of my suite so i can take a shower,ham
re your call you didnt see my facebook huh,ham
g say you never answer your text confirmdeny,ham
it so common hearin how r u wat r u doing how wa ur day so let me ask u something different did u smile today if not do it now gud evng,ham
oh yah we never cancel leh haha,ham
we can go e normal pilate after our intro,ham
ok let u noe when i leave my house,ham
oh yes why is it like torture watching england,ham
wanna do some art d,ham
just hopeing that wasnt too pissed up to remember and ha gone off to his sister or something,ham
hi the sexychat girl are waiting for you to text them text now for a great night chatting send stop to stop this service,spam
good morning my boytoy hows those yummy lip wheres my sexy bun now what do you do do you think of me do you crave me do you need me,ham
match startedindia ltgt for,ham
once free call me sir,ham
hey do you want anything to buy,ham
hey babe hows it going did you ever figure out where your going for new year,ham
kkcongratulation,ham
g want to know where the fuck you are,ham
no it wa cancelled yeah baby well that sound important so i understand my darlin give me a ring later on this fone love kate x,ham
tomarrow i want to got to court at ltdecimalgt so you come to bus stand at,ham
go home liao ask dad to pick me up at,ham
omg you can make a wedding chapel in frontierville why do they get all the good stuff,ham
im eatin now lor but goin back to work soon e mountain deer show huh i watch b liao very nice,ham
check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah,ham
wrong phone this phone i answer this one but assume the other is people i dont well,ham
anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill,ham
im already back home so no probably not,ham
hi this is amy we will be sending you a free phone number in a couple of day which will give you an access to all the adult party,spam
i am in bus on the way to calicut,ham
hi it me you are probably having too much fun to get this message but i thought id txt u co im bored and james ha been farting at me all night,ham
hi baby im sat on the bloody bus at the mo and i wont be home until about wanna do somethin later call me later ortxt back jess xx,ham
welcome to select an o service with added benefit you can now call our specially trained advisor free from your mobile by dialling,spam
i lost pound since my doc visit last week woot woot now im gonna celebrate by stuffing my face,ham
u coming back dinner rite dad ask me so i re confirm wif u,ham
doing my master when will you buy a bb co i have for sale and hows bf,ham
ahhhhjust woken uphad a bad dream about u thoso i dont like u right now i didnt know anything about comedy night but i guess im up for it,ham
im viveki got call from your number,ham
why didnt u call on your lunch,ham
what i mean wa i left too early to check co im working a,ham
i want ltgt r dado you have it,ham
i want to see your pretty pussy,ham
dear voucher holder have your next meal on u use the following link on your pc enjoy a dining experiencehttpwwwvouchmecometlpdiningasp,spam
a few people are at the game im at the mall with iouri and kaila,ham
urgent we are trying to contact u today draw show that you have won a prize guaranteed call from land line claim valid hr only,spam
you can donate to unicef asian tsunami disaster support fund by texting donate to will be added to your next bill,spam
future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future,ham
i will cme i want to go to ho morow after that i wil cme this what i got from her dear what to do she didnt say any time,ham
we are supposed to meet to discus abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that,ham
hey come online use msn we are all there,ham
im fine hope you are good do take care,ham
oops i wa in the shower when u called hey a parking garage collapsed at university hospital see im not crazy stuff like that doe happen,ham
aiyo u so poor thing then u dun wan eat u bathe already,ham
yar i tot u knew dis would happen long ago already,ham
you are gorgeous keep those pix cumming thank you,ham
jade it paul y didnt u txt me do u remember me from barmed i want talk u txt me,ham
spending new year with my brother and his family let plan to meet next week are you ready to be spoiled,ham
so what u doing today,ham
i said it okay sorry,ham
slept i thinkthis time ltgt pm is not dangerous,ham
networking job is there,ham
goldviking m is inviting you to be his friend reply yes or no see him wwwsmsacugoldviking stop send stop frnd to,spam
dont let studying stress you out lr,ham
thats y u haf keep me busy,ham
no rushing im not working im in school so if we rush we go hungry,ham
which channel,ham
so your telling me i coulda been your real valentine and i wasnt u never pick me for nothing,ham
phony award today voda number ending xxxx are selected to receive a award if you have a match please call quoting claim code standard rate app,spam
we made it eta at taunton is a planned hope thats still okday good to see you xx,ham
im hungry buy smth home,ham
hey kate,ham
my drive can only be read i need to write,ham
just looked it up and addie go back monday suck to be her,ham
happy new year hope you are having a good semester,ham
esplanade lor where else,ham
can you talk with me,ham
hmph go head big baller,ham
well it not like you actually called someone a punto that woulda been worse,ham
nope since ayo travelled he ha forgotten his guy,ham
you still around looking to pick up later,ham
cd u congratulation ur awarded of cd gift voucher or gift guaranteed freeentry wkly draw xt music to tncs wwwldewcomwinppmxage,spam
there someone here that ha a year ltgt toyota camry like mr olayiwolas own mileage is ltgt kit clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back,ham
guess which pub im in im a happy a a pig in clover or whatever the saying is,ham
ill b down soon,ham
oh k i will come tomorrow,ham
go fool dont cheat others ok,ham
my mobile numberpls sm ur mail idconvey regard to achanammarakheshqatar,ham
by the way rencontre is to meet again mountain dont,ham
you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between ampm cost p,spam
u attend ur driving lesson how many time a wk n which day,ham
uncle g just checking up on you do have a rewarding month,ham
hello boytoy geeee im missing you today i like to send you a tm and remind you im thinking of you and you are loved loving kiss,ham
i think the other two still need to get cash but we can def be ready by,ham
hey galsu all wanna meet dinner at nte,ham
dear xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to pmsgrcvdhgsuitelandsrowwjhl ldn yr,spam
babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me,ham
great how is the office today,ham
it cool we can last a little while getting more any time soon,ham
sad puppy noise,ham
yes it possible but dint try pls dont tell to any one k,ham
anyway holla at me whenever youre around because i need an excuse to go creep on people in sarasota,ham
where you what happen,ham
i wa gonna ask you lol but i think it at,ham
ur cashbalance is currently pound to maximize ur cashin now send go to only pmeg cc hgsuitelands rowwjhl,spam
private your account statement for show unredeemed sim point call identifier codexx expires,spam
go chase after her and run her over while shes crossing the street,ham
id like to tell you my deepest darkest fantasy call me just pmin to stop text call nat rate,spam
hey very inconvenient for your si a not huh,ham
ok i vldo u know i got adsense approved,ham
wa really good to see you the other day dudette been missing you,ham
i want to go to perumbavoor,ham
how many time i told in the stage all use to laugh you not listen aha,ham
you didnt hear it from me,ham
thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you a a brother and role model,ham
pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala,ham
natalie f is inviting you to be her friend reply yes or no see her wwwsmsacunataliek stop send stop frnd to,spam
she ran off with a younger man we will make pretty baby together,ham
jamster to get your free wallpaper text heart to now tc apply only need help call,spam
o ic lol should play door sometime yo,ham
dunno my dad said he coming home bring u out lunch yup i go w u lor i call u when i reach school lor,ham
desire u going to doctor liver and get a bit stylish get ur hair managed thats it,ham
hmmmstill we dont have opener,ham
yeah so basically any time next week you can get away from your mom amp get up before,ham
i will vote for wherever my heart guide me,ham
with my si lor we juz watched italian job,ham
tick tick tick where are you i could die of loneliness you know pout stomp foot i need you,ham
lmao you know me so well,ham
am on a train back from northampton so im afraid not im staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way,ham
goodnight da thangam i really miss u dear,ham
hey next sun there a basic yoga course at bugis we can go for that pilate intro next sat tell me what time you r free,ham
geeeee your internet is really bad today eh,ham
free video camera phone with half price line rental for mths and cross ntwk min txts call mobileupd or calloptout,spam
i think i am disturbing her da,ham
sorry ill call you later i am in meeting sir,ham
havent stuck at orchard in my dad car going dinner now u leh so r they free tonight,ham
ok i also wan watch e pm show,ham
i dunno lei like dun haf,ham
but your brother transfered only ltgt ltgt pa,ham
i call you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cannt listen me,ham
uk break accommodationvouchers term condition apply claim you mustprovide your claim number which is,spam
talk to g and x about that,ham
hai dear friend this is my new amp present number by rajitha raj ranju,ham
p alfie moon child in need song on ur mob tell ur m txt tone charity to for nokias or poly charity for polys zed profit charity,spam
a in different style,ham
win a shopping spree every week starting now play text store to skilgme tscs winawk age perweeksub,spam
gud ni dearslp welltake careswt dreamsmuah,ham
this is the nd attempt to contract u you have won this week top prize of either cash or prize just call,spam
well im glad you didnt find it totally disagreeable lol,ham
guy no flash me now if you go call me call me how madam take care oh,ham
do you want a new nokia i colour phone deliveredtomorrow with free minute to any mobile free text free camcorder reply or call,spam
mark work tomorrow he get out at his work is by your house so he can meet u afterwards,ham
keep ur problem in ur heart,ham
yeah give me a call if youve got a minute,ham
hi babe uawakefeellikw shitjustfound out via aletter thatmum gotmarried thnovbehind ourbacks fuckinniceselfish,ham
amazing if you rearrange these letter it give the same meaning dormitory dirty room astronomer moon starer the eye they see election result lie let recount motherinlaw woman hitler eleven plus two twelve plus one it amazing,ham
aiya we discus later lar pick up at is it,ham
hey happy birthday,ham
sorry i missed your call can you please call back,ham
omg if it not one thing it another my cat ha worm when doe this bad day end,ham
good morning im suffering from fever and dysentry will not be able to come to office today,ham
i wont do anything de,ham
what type of stuff do you sing,ham
st andre virgil cream,ham
my fri ah okie lorgoin my drivin den go shoppin after tt,ham
gokila is talking with you aha,ham
hi shanilrakhesh herethanksi have exchanged the uncut diamond stuffleaving back excellent service by dino and prem,ham
kkthis month kotees birthday know,ham
but im really really broke oh no amount is too small even ltgt,ham
sorry about that this is my mate phone and i didnt write it love kate,ham
themobhit the link to get a premium pink panther game the new no from sugababes a crazy zebra animation or a badass hoody wallpaperall free,spam
ah well that confuses thing doesnt it i thought wa friend with now maybe i did the wrong thing but i already sort of invited tho he may not come co of money,ham
aight call me once youre close,ham
nope thats fine i might have a nap tho,ham
this msg is for your mobile content order it ha been resent a previous attempt failed due to network error query to customersqueriesnetvisionukcom,spam
in other news after hassling me to get him weed for a week andres ha no money haughaighgtujhyguj,ham
ding me on ya break fassyole blacko from londn,ham
i really need kiss u i miss u my baby from ur baby eva,ham
oh you got many responsibility,ham
you have new message please call,spam
ive reached sch already,ham
december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on,spam
u definitely need a module from e humanity dis sem izzit u wan take other module st,ham
argh why the fuck is nobody in town,ham
get lion england tone reply lionm mono or lionp poly more go wwwringtonescouk the original n best tone gbp network operator rate apply,spam
thanks fill me with complete calm and reassurance,ham
aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning same here,ham
are you driving or training,ham
lol for real she told my dad i have cancer,ham
private your account statement for,spam
oops i did have it ltgt,ham
not enufcredeit tocallshall ileave uni at get a bus to yor house,ham
hi chikku send some nice msg,ham
he is impossible to argue with and he always treat me like his sub like he never released me which he did and i will remind him of that if necessary,ham
after my work ah den plus lor u workin oso rite den go orchard lor no other place to go liao,ham
to the wonderful okors have a great month we cherish you guy and wish you well each day mojibiola,ham
cuz ibored and don wanna study,ham
wot about on wed nite i am then but only til,ham
any way where are you and what doing,ham
that suck ill go over so u can do my hair youll do it free right,ham
it still not working and this time i also tried adding zero that wa the saving the checking is ltgt,ham
hmm dunno leh mayb a bag goigng out dat is not too small or jus anything except perfume smth dat i can keep,ham
sday only joinedso training we started today,ham
sorry wa at the grocer,ham
there are some nice pub near here or there is frankie n benny near the warner cinema,ham
you ve won your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport skxh costpm maxmins,spam
yup i havent been there before you want to go for the yoga i can call up to book,ham
oh shut it omg yesterday i had a dream that i had kid both boy i wa so pissed not only about the kid but them being boy i even told mark in my dream that he wa changing diaper cause im not getting owed in the face,ham
yeah i imagine he would be really gentle unlike the other doc who treat their patient like turkey,ham
now that you have started dont stop just pray for more good idea and anything i see that can help you guy ill forward you a link,ham
hi darlin im on helen fone im gonna b up the prince nite please come up tb love kate,ham
im in office now dawhere are you,ham
aiyar u so poor thing i give u my support k jia you ill think of u,ham
oh unintentionally not bad timing great finger the train play along will give fifteen min warning,ham
get your garden ready for summer with a free selection of summer bulb and seed worth only with the scotsman this saturday to stop go notxtcouk,spam
kthen come wenever u lik to come and also tel vikky to come by getting free time,ham
pls call me da what happen,ham
happy new year to u and ur familymay this new year bring happiness stability and tranquility to ur vibrant colourful life,ham
no problem with the renewal ill do it right away but i dont know his detail,ham
idk im sitting here in a stop and shop parking lot right now bawling my eye out because i feel like im a failure in everything nobody want me and now i feel like im failing you,ham
havent left yet so probably gonna be here til dinner,ham
like ltgt same question,ham
my new year eve wa ok i went to a party with my boyfriend who is this si then hey,ham
sir i need velusamy sir date of birth and company bank facility detail,ham
k k sm chat with me,ham
i will come with karnan car please wait till pm will directly goto doctor,ham
no but the bluray player can,ham
ok then r we meeting later,ham
lol no i just need to cash in my nitros hurry come on before i crash out,ham
just send a text well skype later,ham
ok leave no need to ask,ham
still got lesson in sch,ham
y she dun believe leh i tot i told her it true already i thk she muz c u tog then she believe,ham
oh did you charge camera,ham
ive got some salt you can rub it in my open wound if you like,ham
now im going for lunch,ham
im in school now n ill be in da lab doing some stuff give me a call when r done,ham
aight text me tonight and well see whats up,ham
u,ham
water logging in desert geoenvironmental implication,ham
very strange and are watching the nd one now but im in bed sweet dream miss u,ham
sm auction a brand new nokia is up auction today auction is free join take part txt nokia to now,spam
hi hope u r both ok he said he would text and he hasnt have u seen him let me down gently please,ham
babe i fucking love you too you know fuck it wa so good to hear your voice i so need that i crave it i cant get enough i adore you ahmad kiss,ham
k sure am in my relative home sm me de pls,ham
fuuuuck i need to stop sleepin sup,ham
im in town now so ill jus take mrt down later,ham
i just cooked a rather nice salmon a la you,ham
i uploaded mine to facebook,ham
what time u wrkin,ham
ree entry in a weekly comp for a chance to win an ipod txt pod to to get entry std txt rate tc apply for detail,spam
our record indicate u maybe entitled to pound in compensation for the accident you had to claim free reply with claim to this msg stop txt stop,spam
oh oh den muz change plan liao go back have to yan jiu again,ham
it wylie you in tampa or sarasota,ham
ok take ur time n enjoy ur dinner,ham
darren wa saying dat if u meeting da ge den we dun meet dinner co later u leave xy will feel awkward den u meet him lunch lor,ham
spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to zed p per logopic,spam
i like cheap but im happy to splash out on the wine if it make you feel better,ham
shes fine i have had difficulty with her phone it work with mine can you pls send her another friend request,ham
ugh my leg hurt musta overdid it on mon,ham
call germany for only penny per minute call from a fixed line via access number no prepayment direct access wwwtelediscountcouk,spam
wot student discount can u get on book,ham
how come she can get it should b quite diff to guess rite,ham
had your mobile mths update for free to orange latest colour camera mobile unlimited weekend call call mobile upd on freefone or stoptxt,spam
babe im answering you cant you see me maybe youd better reboot ym i got the photo it great,ham
hiwhat you think about match,ham
i know you are thinkin malaria but relax child cant handle malaria she would have been worse and it gastroenteritis if she take enough to replace her loss her temp will reduce and if you give her malaria med now she will just vomit it a self limiting illness she ha which mean in a few day it will completely stop,ham
dai i downloaded but there is only exe file which i can only run that exe after installing,ham
it is only yesterday true true,ham
kkhow is your business now,ham
pa but not selected,ham
well thats nice too bad i cant eat it,ham
i accidentally brought em home in the box,ham
pls she need to dat slowly or she will vomit more,ham
i have to take exam with in march,ham
jane babe not goin wrk feel ill after lst nite foned in already cover me chuck,ham
nightswe nt staying at port step liaotoo ex,ham
if i die i want u to have all my stuff,ham
oh fuck juswoke up in a bed on a boatin the dock slept wid year old spinout giv u da gossip lr xxx,ham
i remet alex nichols from middle school and it turn out he dealing,ham
private your account statement for fone no show unredeemed s i m point call identifier code expires,spam
it mean u could not keep ur word,ham
nope im still in the market,ham
i realise you are a busy guy and im trying not to be a bother i have to get some exam outta the way and then try the car do have a gr day,ham
hey what how about your project started aha da,ham
ok cool see ya then,ham
